taxon_level	taxon_name	taxon_label
genus	Hypoestes	736
genus	Aglaonema	560
genus	Alsophila	489
genus	Macroptilium	372
genus	Crassocephalum	375
genus	Gastrodia	885
genus	Gahnia	922
genus	Megaskepasma	816
genus	Gloriosa	221
genus	Christella	488
genus	Lablab	567
genus	Cyrtostachys	728
genus	Caryota	280
genus	Averrhoa	227
genus	Canna	255
genus	Gardenia	76
genus	Gomphrena	141
genus	Bixa	114
genus	Hoya	36
genus	Murdannia	613
genus	Vitex	192
genus	Paederia	247
genus	Morinda	226
genus	Callisia	725
genus	Pachypodium	874
genus	Coelogyne	474
genus	Daemonorops	413
genus	Urena	402
genus	Myristica	369
genus	Dracaena	187
genus	Thunbergia	19
genus	Melothria	35
genus	Platycladus	833
genus	Nenga	418
genus	Abrus	582
genus	Monstera	684
genus	Alpinia	139
genus	Fatsia	864
genus	Monodora	928
genus	Hymenocallis	274
genus	Neptunia	268
genus	Celosia	43
genus	Youngia	34
genus	Centrosema	256
genus	Coccoloba	273
genus	Mazus	657
genus	Crotalaria	253
genus	Anacardium	464
genus	Hamelia	269
genus	Khaya	406
genus	Emilia	254
genus	Maranta	426
genus	Pithecellobium	243
genus	Solandra	272
genus	Malvaviscus	322
genus	Ananas	729
genus	Vigna	317
genus	Acmella	617
genus	Pisonia	336
genus	Etlingera	462
genus	Bulbophyllum	475
genus	Zingiber	548
genus	Ageratum	68
genus	Elaeocarpus	561
genus	Licuala	127
genus	Russelia	517
genus	Freycinetia	853
genus	Leucobryum	749
genus	Gmelina	60
genus	Fagraea	147
genus	Broussonetia	665
genus	Garcinia	199
genus	Colocasia	281
genus	Platycerium	463
genus	Peperomia	303
genus	Entada	466
genus	Melicope	92
genus	Brachychiton	73
genus	Sesamum	361
genus	Thalia	486
genus	Cymbidium	395
genus	Codiaeum	737
genus	Zephyranthes	246
genus	Angiopteris	600
genus	Begonia	447
genus	Murraya	77
genus	Lasia	611
genus	Phaleria	366
genus	Moringa	148
genus	Pachira	753
genus	Cayratia	298
genus	Ixeris	135
genus	Dipterocarpus	386
genus	Psilotum	537
genus	Clusia	904
genus	Pseuderanthemum	10
genus	Centella	304
genus	Turnera	150
genus	Sphaeropteris	800
genus	Litsea	584
genus	Muntingia	239
genus	Breynia	113
genus	Odontonema	768
genus	Centratherum	320
genus	Swietenia	656
genus	Houttuynia	743
genus	Stictocardia	446
genus	Abelmoschus	140
genus	Thuarea	838
genus	Claoxylon	195
genus	Luffa	143
genus	Antidesma	401
genus	Torenia	47
genus	Pachystachys	86
genus	Posoqueria	763
genus	Sanchezia	836
genus	Eurya	891
genus	Cananga	390
genus	Elytraria	801
genus	Selenicereus	614
genus	Mussaenda	155
genus	Hyophila	805
genus	Citharexylum	154
genus	Glycosmis	671
genus	Tridax	267
genus	Graptophyllum	332
genus	Manihot	110
genus	Mayaca	346
genus	Abildgaardia	908
genus	Lumnitzera	263
genus	Falcataria	635
genus	Petrea	651
genus	Zoysia	829
genus	Pipturus	383
genus	Synedrella	244
genus	Limnophila	530
genus	Premna	206
genus	Asystasia	11
genus	Pouzolzia	632
genus	Hygrophila	594
genus	Hippobroma	153
genus	Ardisia	84
genus	Corchorus	793
genus	Gynura	133
genus	Melochia	590
genus	Hura	587
genus	Coccinia	251
genus	Holmskioldia	119
genus	Podranea	342
genus	Bruguiera	21
genus	Ischaemum	3
genus	Streblus	626
genus	Mitracarpus	791
genus	Embelia	771
genus	Hemigraphis	331
genus	Basella	568
genus	Guettarda	624
genus	Alstonia	2
genus	Ehretia	299
genus	Flueggea	911
genus	Duranta	9
genus	Mallotus	51
genus	Lagenaria	693
genus	Tetrastigma	679
genus	Cuphea	235
genus	Chromolaena	429
genus	Acanthophora	835
genus	Crossandra	129
genus	Spathiphyllum	507
genus	Anaxagorea	675
genus	Kayea	916
genus	Maclurodendron	889
genus	Phaeanthus	715
genus	Borassus	259
genus	Drepananthus	687
genus	Pemphis	588
genus	Nauclea	449
genus	Rothmannia	645
genus	Intsia	53
genus	Osmoxylon	435
genus	Micrococca	837
genus	Ravenia	112
genus	Willughbeia	859
genus	Gonatopus	849
genus	Dasymaschalon	910
genus	Barclaya	417
genus	Spyridia	806
genus	Chukrasia	441
genus	Ixonanthes	817
genus	Amydrium	850
genus	Campnosperma	510
genus	Urophyllum	685
genus	Hydrocera	843
genus	Sandoricum	188
genus	Pentaspadon	775
genus	Santiria	717
genus	Aphanamixis	543
genus	Agrostistachys	347
genus	Aphelandra	425
genus	Pellacalyx	673
genus	Xylocarpus	525
genus	Baccaurea	520
genus	Rhopaloblaste	857
genus	Knema	596
genus	Cratoxylum	470
genus	Oncosperma	416
genus	Radermachera	494
genus	Leea	178
genus	Dolichandrone	230
genus	Quassia	63
genus	Adonidia	688
genus	Oncoba	485
genus	Polyalthia	716
genus	Ceriops	575
genus	Dysoxylum	644
genus	Hopea	434
genus	Carallia	297
genus	Rhinacanthus	142
genus	Pogonatherum	572
genus	Hanguana	503
genus	Cleistanthus	559
genus	Dyera	196
genus	Gaertnera	642
genus	Turpinia	804
genus	Carphalea	538
genus	Mesua	229
genus	Bhesa	638
genus	Mitrephora	734
genus	Diplacrum	894
genus	Nothaphoebe	722
genus	Wrightia	79
genus	Aeschynanthus	351
genus	Ormocarpum	913
genus	Scyphiphora	622
genus	Xanthostemon	212
genus	Marantochloa	764
genus	Hernandia	623
genus	Horsfieldia	831
genus	Excoecaria	438
genus	Fissistigma	681
genus	Loropetalum	731
genus	Psydrax	901
genus	Schoenoplectiella	124
genus	Kopsia	105
genus	Artabotrys	480
genus	Buchanania	637
genus	Arachnothryx	217
genus	Dentella	501
genus	Gustavia	765
genus	Cyathula	802
genus	Anodendron	699
genus	Saraca	6
genus	Arenga	365
genus	Sonneratia	527
genus	Dillenia	176
genus	Pterospermum	821
genus	Timonius	481
genus	Suregada	293
genus	Nephelium	189
genus	Kleinia	745
genus	Rapanea	663
genus	Bunchosia	330
genus	Uncaria	467
genus	Pseuduvaria	762
genus	Vincetoxicum	422
genus	Brunfelsia	164
genus	Mimusops	404
genus	Neolitsea	424
genus	Guioa	599
genus	Xanthophyllum	796
genus	Orthosiphon	265
genus	Aquilaria	123
genus	Barringtonia	98
genus	Castanopsis	400
genus	Glochidion	547
genus	Dimocarpus	720
genus	Cyrtosperma	125
genus	Strobilanthes	87
genus	Sphagneticola	262
genus	Parsonsia	612
genus	Benincasa	666
genus	Pleiostachya	444
genus	Lawsonia	903
genus	Struchium	678
genus	Ampelocissus	640
genus	Lepidagathis	667
genus	Microstachys	794
genus	Cyrtococcum	677
genus	Xiphidium	883
genus	Geophila	704
genus	Plukenetia	811
genus	Mansoa	44
genus	Calopogonium	756
genus	Davallia	495
genus	Limnocharis	403
genus	Molineria	532
genus	Varronia	364
genus	Tetracera	174
genus	Cascabela	64
genus	Episcia	895
genus	Rhapis	279
genus	Tecomaria	16
genus	Scoparia	708
genus	Azadirachta	721
genus	Grammatophyllum	291
genus	Lansium	392
genus	Mitrasacme	790
genus	Tristellateia	161
genus	Praxelis	18
genus	Seemannia	655
genus	Cerbera	8
genus	Eleutheranthera	405
genus	Neolamarckia	918
genus	Aralidium	99
genus	Lepironia	240
genus	Eurycoma	122
genus	Xenostegia	377
genus	Dischidia	300
genus	Friesodielsia	686
genus	Afgekia	333
genus	Nelsonia	472
genus	Phytocrene	628
genus	Filicium	210
genus	Cyclea	696
genus	Congea	453
genus	Amherstia	803
genus	Fibraurea	49
genus	Ruspolia	890
genus	Clinacanthus	830
genus	Beaumontia	625
genus	Bouea	652
genus	Dictyoneura	66
genus	Pometia	186
genus	Neesia	65
genus	Tapeinochilos	200
genus	Goniophlebium	619
genus	Endospermum	887
genus	Lepisanthes	257
genus	Gymnanthemum	767
genus	Duabanga	553
genus	Centotheca	571
genus	Haplopteris	924
genus	Tecomanthe	120
genus	Pleiocarpa	118
genus	Macrosolen	633
genus	Anisomeles	324
genus	Johannesteijsmannia	437
genus	Aidia	508
genus	Ploiarium	797
genus	Nyctanthes	131
genus	Pseudomussaenda	241
genus	Lophanthera	211
genus	Abroma	81
genus	Strophanthus	91
genus	Scurrula	760
genus	Leptopetalum	757
genus	Psophocarpus	316
genus	Scorodocarpus	919
genus	Iguanura	128
genus	Serissa	121
genus	Rotheca	75
genus	Gymnostoma	152
genus	Tinospora	103
genus	Kleinhovia	328
genus	Thottea	579
genus	Donax	506
genus	Erycibe	469
genus	Champereia	692
genus	Ventilago	703
genus	Gynochthodes	420
genus	Myrialepis	433
genus	Saribus	718
genus	Korthalsia	415
genus	Rhodamnia	618
genus	Gymnanthera	784
genus	Eleiodoxa	412
genus	Commersonia	399
genus	Flagellaria	595
genus	Planchonella	670
genus	Dendrophthoe	552
genus	Linostoma	751
genus	Schumannianthus	842
genus	Kunstleria	834
genus	Aporosa	630
genus	Mussaendopsis	774
genus	Limacia	639
genus	Erythropalum	700
genus	Iodes	713
genus	Leuconotis	701
genus	Telosma	822
genus	Coscinium	777
genus	Elateriospermum	491
genus	Galearia	809
genus	Scaphochlamys	855
genus	Labisia	569
genus	Salomonia	792
genus	Tinomiscium	814
genus	Mitrella	815
genus	Pentaphragma	577
genus	Taxillus	776
genus	Monocostus	482
genus	Callostylis	583
genus	Acriopsis	752
genus	Hornstedtia	860
genus	Lophatherum	902
genus	Oxyceros	458
genus	Parishia	861
genus	Robiquetia	770
genus	Dissochaeta	798
genus	Chonemorpha	739
genus	Poikilospermum	672
genus	Pternandra	476
genus	Gironniera	516
genus	Gynotroches	851
genus	Philydrum	840
genus	Aspidopterys	478
genus	Karomia	772
genus	Amischotolype	898
genus	Ophiorrhiza	755
genus	Cnestis	606
genus	Vallaris	744
genus	Procris	664
genus	Volkameria	238
genus	Dolichandra	747
genus	Mezoneuron	750
genus	Heterotis	215
genus	Wollastonia	261
genus	Callianthe	294
genus	Plerandra	841
genus	Cladophoropsis	926
genus	Adina	586
genus	Norrisia	930
genus	Boschia	856
genus	Curio	872
genus	Boergesenia	807
genus	Pteleocarpa	581
genus	Malaisia	788
genus	Benstonea	846
genus	Hellenia	233
genus	Exallage	536
genus	Guilandina	810
genus	Monophyllaea	631
genus	Distimake	723
genus	Causonis	497
genus	Scleromitrion	730
genus	Pleroma	541
genus	Indorouchera	825
genus	Goeppertia	89
genus	Amblovenatum	593
genus	Monoon	193
genus	Eriocapitella	574
genus	Scaphium	576
genus	Bonnaya	529
genus	Leuenbergeria	558
genus	Cyrtophyllum	827
genus	Utania	615
genus	Decalobanthus	545
genus	Tarlmounia	557
genus	Pigea	607
genus	Thaumatophyllum	824
genus	Suessenguthia	310
genus	Duperrea	48
genus	Grona	381
genus	Vandellia	531
genus	Whitfordiodendron	72
genus	Singaporandia	921
genus	Musella	90
genus	Coleus	111
genus	Synostemon	795
genus	Adinobotrys	194
genus	Ouret	900
genus	Neustanthus	487
genus	Caesalpinia	382
genus	Wisteriopsis	648
genus	Heptapleurum	292
genus	Grypothrix	609
genus	Canthiumera	888
genus	Matourea	185
family	Blechnaceae	106
family	Pteridaceae	91
family	Rhamnaceae	118
family	Sapotaceae	54
family	Cactaceae	147
family	Rubiaceae	26
family	Cucurbitaceae	15
family	Lauraceae	81
family	Onagraceae	104
family	Cupressaceae	125
family	Fagaceae	120
family	Iridaceae	79
family	Campanulaceae	70
family	Clusiaceae	84
family	Fabaceae	1
family	Asparagaceae	65
family	Geraniaceae	195
family	Arecaceae	59
family	Typhaceae	99
family	Caryophyllaceae	197
family	Polygonaceae	21
family	Cyperaceae	4
family	Oxalidaceae	74
family	Solanaceae	8
family	Aizoaceae	127
family	Portulacaceae	18
family	Orchidaceae	101
family	Bromeliaceae	169
family	Cornaceae	203
family	Primulaceae	45
family	Hamamelidaceae	170
family	Salicaceae	53
family	Scrophulariaceae	48
family	Lycopodiaceae	87
family	Malvaceae	30
family	Araucariaceae	196
family	Lamiaceae	33
family	Myricaceae	200
family	Anacardiaceae	55
family	Balsaminaceae	162
family	Commelinaceae	12
family	Araceae	19
family	Strelitziaceae	194
family	Verbenaceae	6
family	Bignoniaceae	11
family	Alismataceae	121
family	Brassicaceae	186
family	Ranunculaceae	150
family	Apocynaceae	2
family	Dryopteridaceae	157
family	Rosaceae	22
family	Apiaceae	10
family	Lecythidaceae	50
family	Saxifragaceae	193
family	Poaceae	3
family	Caprifoliaceae	40
family	Melastomataceae	83
family	Boraginaceae	96
family	Orobanchaceae	176
family	Oleaceae	42
family	Asteraceae	5
family	Zingiberaceae	64
family	Phyllanthaceae	32
family	Ophioglossaceae	199
family	Rhodomelaceae	188
family	Thymelaeaceae	58
family	Ulvaceae	165
family	Amaranthaceae	24
family	Nyctaginaceae	17
family	Aristolochiaceae	113
family	Siphonocladaceae	183
family	Selaginellaceae	56
family	Aquifoliaceae	174
family	Lythraceae	86
family	Nymphaeaceae	119
family	Cannabaceae	139
family	Sapindaceae	36
family	Gleicheniaceae	63
family	Passifloraceae	68
family	Amaryllidaceae	44
family	Myrtaceae	14
family	Lentibulariaceae	167
family	Violaceae	156
family	Araliaceae	62
family	Thelypteridaceae	133
family	Cymodoceaceae	192
family	Acanthaceae	7
family	Rutaceae	41
family	Moraceae	43
family	Simaroubaceae	35
family	Crassulaceae	49
family	Cannaceae	97
family	Pontederiaceae	73
family	Caulerpaceae	129
family	Polypodiaceae	71
family	Pittosporaceae	164
family	Meliaceae	57
family	Gentianaceae	66
family	Nepenthaceae	128
family	Gnetaceae	102
family	Linaceae	187
family	Vitaceae	38
family	Loranthaceae	146
family	Annonaceae	82
family	Hydrocharitaceae	126
family	Euphorbiaceae	29
family	Marattiaceae	155
family	Convolvulaceae	23
family	Urticaceae	89
family	Plantaginaceae	80
family	Santalaceae	201
family	Magnoliaceae	75
family	Hanguanaceae	138
family	Hypoxidaceae	141
family	Icacinaceae	159
family	Elaeocarpaceae	148
family	Nelumbonaceae	16
family	Staphyleaceae	180
family	Moringaceae	67
family	Asphodelaceae	103
family	Bixaceae	39
family	Pandanaceae	72
family	Pandaceae	184
family	Pentaphragmataceae	151
family	Basellaceae	149
family	Heliconiaceae	123
family	Haemodoraceae	198
family	Piperaceae	93
family	Anisophylleaceae	107
family	Podocarpaceae	60
family	Mayacaceae	108
family	Dilleniaceae	77
family	Chrysobalanaceae	166
family	Centroplacaceae	161
family	Bonnetiaceae	179
family	Ixonanthaceae	185
family	Hernandiaceae	158
family	Torricelliaceae	52
family	Opiliaceae	168
family	Philydraceae	190
family	Gesneriaceae	109
family	Muntingiaceae	94
family	Gelsemiaceae	152
family	Calophyllaceae	78
family	Connaraceae	131
family	Hypericaceae	130
family	Theaceae	51
family	Ebenaceae	31
family	Pedaliaceae	110
family	Cleomaceae	61
family	Myristicaceae	112
family	Cabombaceae	191
family	Flagellariaceae	154
family	Loganiaceae	143
family	Talinaceae	111
family	Dioscoreaceae	37
family	Linderniaceae	25
family	Costaceae	85
family	Ochnaceae	145
family	Pentaphylacaceae	28
family	Begoniaceae	124
family	Olacaceae	160
family	Tectariaceae	117
family	Polygalaceae	144
family	Erythroxylaceae	173
family	Pottiaceae	181
family	Marantaceae	46
family	Eriocaulaceae	137
family	Lindsaeaceae	153
family	Dipteridaceae	114
family	Smilacaceae	76
family	Plumbaginaceae	9
family	Schizaeaceae	202
family	Colchicaceae	92
family	Psilotaceae	142
family	Ceramiaceae	182
family	Rhizophoraceae	13
family	Caricaceae	132
family	Aspleniaceae	105
family	Musaceae	47
family	Casuarinaceae	69
family	Hymenophyllaceae	175
family	Burmanniaceae	178
family	Combretaceae	88
family	Lygodiaceae	20
family	Malpighiaceae	34
family	Ceratophyllaceae	122
family	Cyatheaceae	134
family	Dipterocarpaceae	115
family	Davalliaceae	136
family	Menispermaceae	27
family	Salviniaceae	100
family	Saururaceae	171
family	Burseraceae	98
family	Menyanthaceae	116
family	Halymeniaceae	135
family	Goodeniaceae	95
family	Nephrolepidaceae	90
family	Athyriaceae	189
family	Boodleaceae	204
family	Petiveriaceae	140
family	Mazaceae	163
family	Leucobryaceae	172
family	Dichotomosiphonaceae	177
order	Apiales	8
order	Caryophyllales	7
order	Lamiales	5
order	Sapindales	20
order	Dipsacales	23
order	Poales	3
order	Asterales	4
order	Polypodiales	33
order	Ericales	18
order	Laurales	39
order	Asparagales	24
order	Liliales	37
order	Ranunculales	17
order	Fagales	32
order	Myrtales	11
order	Solanales	6
order	Alismatales	14
order	Pinales	29
order	Malvales	19
order	Fabales	1
order	Pottiales	59
order	Cornales	64
order	Commelinales	9
order	Rosales	16
order	Lycopodiales	40
order	Geraniales	62
order	Gentianales	2
order	Santalales	51
order	Arecales	28
order	Zingiberales	25
order	Selaginellales	27
order	Magnoliales	36
order	Bryopsidales	47
order	Cladophorales	61
order	Malpighiales	10
order	Dioscoreales	21
order	Dilleniales	38
order	Ophioglossales	63
order	Ulvales	54
order	Gnetales	44
order	Ceramiales	60
order	Marattiales	52
order	Nymphaeales	45
order	Cucurbitales	12
order	Saxifragales	26
order	Aquifoliales	56
order	Oxalidales	35
order	Brassicales	30
order	Vitales	22
order	Crossosomatales	58
order	Piperales	41
order	Psilotales	50
order	Proteales	13
order	Pandanales	34
order	Dicranales	55
order	Halymeniales	49
order	Ceratophyllales	46
order	Salviniales	43
order	Schizaeales	15
order	Hymenophyllales	57
order	Gleicheniales	31
order	Cyatheales	48
order	Boraginales	42
order	Icacinales	53
species	Antigonon leptopus	777
species	Cosmos sulphureus	300
species	Mimosa pigra	216
species	Leucaena leucocephala	202
species	Tillandsia usneoides	1630
species	Antirrhinum majus	1533
species	Nephrolepis cordifolia	1093
species	Chrysophyllum cainito	436
species	Datura metel	563
species	Tecoma stans	817
species	Calliandra haematocephala	429
species	Nerium oleander	35
